f1,f2,f3,f4,tx,ty
-0.4988560676574707,0.033802133053541183,0.4988560676574707,-0.033802133053541183,0.15,0.85
-0.49890244007110596,0.033107005059719086,0.4989030361175537,-0.033107005059719086,0.15,0.85
-0.4990731477737427,0.03042960911989212,0.4990731477737427,-0.030429907143115997,0.15,0.85
-0.4998515844345093,0.01219457108527422,0.4998509883880615,-0.012194273993372917,0.15,0.85
-0.4999389946460724,0.007792747113853693,0.49993959069252014,-0.0077924467623233795,0.15,0.85
-0.4999772906303406,0.004763512406498194,0.4999772906303406,-0.004763811361044645,0.15,0.85
-0.49998563528060913,-0.0037901122123003006,0.49998563528060913,0.0037901122123003006,0.15,0.85
-0.4999639391899109,-0.006029953248798847,0.49996334314346313,0.006029653828591108,0.15,0.85
-0.49974408745765686,-0.015994714573025703,0.49974408745765686,0.01599501632153988,0.15,0.85
-0.49446627497673035,-0.07418299466371536,0.49446627497673035,0.07418269664049149,0.5,0.85
-0.4933268427848816,-0.08141457289457321,0.49332743883132935,0.08141457289457321,0.5,0.85
-0.4960920512676239,-0.0623912438750267,0.4960920512676239,0.0623912438750267,0.5,0.85
-0.4978203773498535,-0.04663238674402237,0.49782097339630127,0.04663238674402237,0.5,0.85
-0.4996148645877838,-0.01961415261030197,0.4996154308319092,0.019614441320300102,0.5,0.85
-0.49959713220596313,0.020067580044269562,0.49959713220596313,-0.02006729505956173,0.5,0.85
-0.4933895170688629,0.0810341015458107,0.4933900833129883,-0.08103382587432861,0.5,0.85
-0.47863107919692993,0.14461171627044678,0.47863054275512695,-0.14461171627044678,0.5,0.85
-0.4590362310409546,0.19820614159107208,0.4590362310409546,-0.19820639491081238,0.5,0.85
-0.428615003824234,0.2574673891067505,0.42861446738243103,-0.257467120885849,0.5,0.85
-0.4079011082649231,0.28916528820991516,0.4079013764858246,-0.28916528820991516,0.5,0.85
-0.4080154001712799,0.2890041768550873,0.4080154001712799,-0.2890041768550873,0.5,0.85
-0.4057879149913788,0.29212334752082825,0.40578821301460266,-0.29212334752082825,0.5,0.85
-0.407523512840271,0.2896974980831146,0.407523512840271,-0.28969720005989075,0.5,0.85
-0.41582047939300537,0.2776568531990051,0.41582047939300537,-0.2776568531990051,0.5,0.85
-0.43442046642303467,0.24754580855369568,0.43442046642303467,-0.2475455105304718,0.5,0.85
-0.44274330139160156,0.23233217000961304,0.44274359941482544,-0.23233217000961304,0.5,0.85
-0.4655511975288391,0.18237818777561188,0.46555179357528687,-0.18237818777561188,0.5,0.85
-0.49982959032058716,-0.013062713667750359,0.49982908368110657,0.013062713667750359,0.85,0.85
-0.49980688095092773,-0.01388575416058302,0.4998073875904083,0.01388575416058302,0.85,0.85
-0.49989697337150574,-0.0101615646854043,0.49989649653434753,0.0101615646854043,0.85,0.85
-0.49995970726013184,-0.006346437614411116,0.49995970726013184,0.006346437614411116,0.85,0.85
-0.49983054399490356,-0.013025923632085323,0.499830037355423,0.013026172295212746,0.85,0.85
-0.499779611825943,-0.014844384044408798,0.499779611825943,0.014844384044408798,0.85,0.85
-0.4997962415218353,-0.014272942207753658,0.4997962415218353,0.014273193664848804,0.85,0.85
-0.4998190402984619,-0.013450554572045803,0.4998190402984619,0.013450304977595806,0.85,0.85
-0.499803364276886,-0.014021448791027069,0.499803364276886,0.014021200127899647,0.85,0.85
-0.4998515546321869,-0.012181973084807396,0.4998515546321869,0.012181973084807396,0.85,0.85
-0.4997671842575073,-0.01526416465640068,0.49976667761802673,0.01526416465640068,0.85,0.85
-0.49977555871009827,-0.014971268363296986,0.49977606534957886,0.014971017837524414,0.85,0.85
-0.4998462498188019,-0.012399635277688503,0.4998462498188019,0.012399384751915932,0.85,0.85
-0.49995720386505127,-0.006538747809827328,0.49995720386505127,0.006538747809827328,0.85,0.85
-0.49998438358306885,-0.0039840140379965305,0.49998387694358826,0.0039840140379965305,0.85,0.85
-0.49997448921203613,-0.005074994172900915,0.49997398257255554,0.005075246561318636,0.85,0.85
-0.4999995529651642,-0.0008365038665942848,0.4999990463256836,0.0008362513617612422,0.85,0.85
-0.4999997317790985,7.20483876648359e-05,0.5000002384185791,-7.20483876648359e-05,0.85,0.85
