f1,f2,f3,f4,tx,ty
-0.499880313873291,-0.01094038225710392,0.499880313873291,0.01094038225710392,0.15,0.15
-0.49999943375587463,-0.0007500575156882405,0.49999943375587463,0.0007500575156882405,0.15,0.15
-0.49997425079345703,0.005073492880910635,0.49997425079345703,-0.005073492880910635,0.15,0.15
-0.4999159276485443,0.009168253280222416,0.4999159276485443,-0.009168253280222416,0.15,0.15
-0.4998154640197754,0.013582910411059856,0.4998154640197754,-0.013582910411059856,0.15,0.15
-0.4999781847000122,0.004640063736587763,0.4999787509441376,-0.004640063736587763,0.15,0.15
-0.4999878406524658,-0.0035251101944595575,0.49998730421066284,0.0035251101944595575,0.15,0.15
-0.49991047382354736,-0.009460478089749813,0.49991047382354736,0.009460748173296452,0.15,0.15
-0.49983155727386475,-0.01297782827168703,0.49983155727386475,0.01297756191343069,0.15,0.15
-0.4998760521411896,-0.01114446111023426,0.4998755156993866,0.011144723743200302,0.15,0.15
-0.4997192323207855,-0.016753697767853737,0.4997192323207855,0.01675395853817463,0.15,0.15
-0.49961036443710327,-0.019727902486920357,0.49961090087890625,0.0197281613945961,0.15,0.15
-0.4996166229248047,-0.019575733691453934,0.4996166229248047,0.019575733691453934,0.15,0.15
-0.4996815621852875,-0.017841920256614685,0.4996815621852875,0.01784217730164528,0.15,0.15
-0.4998292326927185,-0.013066952116787434,0.4998292326927185,0.013067211024463177,0.15,0.15
-0.4997725486755371,-0.015080956742167473,0.4997725486755371,0.015080956742167473,0.15,0.15
-0.49984341859817505,-0.012522220611572266,0.49984288215637207,0.012521959841251373,0.15,0.15
-0.49978113174438477,-0.014800233766436577,0.4997806251049042,0.014800493605434895,0.15,0.15
-0.4999959170818329,0.0020846317056566477,0.4999954104423523,-0.0020848880521953106,0.5,0.15
-0.4999421238899231,0.007590234745293856,0.4999426603317261,-0.007590234745293856,0.5,0.15
-0.49997836351394653,0.004617970436811447,0.4999788999557495,-0.004617702681571245,0.5,0.15
-0.4999953806400299,0.002149513689801097,0.4999953806400299,-0.0021497895941138268,0.5,0.15
-0.4999922215938568,0.0028340856079012156,0.49999165534973145,-0.002834369195625186,0.5,0.15
-0.4999997615814209,-0.0004797826404683292,0.4999997615814209,0.0004794893611688167,0.5,0.15
-0.4999914765357971,-0.002969888038933277,0.49999088048934937,0.002969888038933277,0.5,0.15
-0.4999951720237732,0.002126008737832308,0.49999576807022095,-0.0021263083908706903,0.5,0.15
-0.49999842047691345,-0.0011366544058546424,0.4999990165233612,0.0011363517260178924,0.5,0.15
-0.4999982416629791,-0.0011938753305003047,0.49999886751174927,0.0011938753305003047,0.5,0.15
-0.49999290704727173,-0.0026055569760501385,0.4999935030937195,0.0026055569760501385,0.5,0.15
-0.4999840557575226,-0.003995261620730162,0.4999840557575226,0.003995261620730162,0.5,0.15
-0.499960720539093,-0.006291433237493038,0.49996012449264526,0.006291433237493038,0.5,0.15
-0.49997422099113464,-0.005075983237475157,0.49997422099113464,0.005076281726360321,0.5,0.15
-0.4999908208847046,-0.002979293931275606,0.49999141693115234,0.002979293931275606,0.5,0.15
-0.4999857246875763,-0.0037816977128386497,0.4999857246875763,0.0037819899152964354,0.5,0.15
-0.49994540214538574,-0.007371288724243641,0.4999459683895111,0.007371288724243641,0.5,0.15
-0.49997860193252563,-0.004626146983355284,0.49997860193252563,0.0046264310367405415,0.5,0.15
-0.4995686113834381,0.020765893161296844,0.4995686113834381,-0.02076561748981476,0.85,0.15
-0.4990009069442749,0.03159283101558685,0.4990009069442749,-0.031592559069395065,0.85,0.15
-0.4989635944366455,0.0321810245513916,0.49896305799484253,-0.0321810245513916,0.85,0.15
-0.49924299120903015,0.027498885989189148,0.49924352765083313,-0.027498885989189148,0.85,0.15
-0.49914950132369995,0.029150735586881638,0.49914950132369995,-0.029150735586881638,0.85,0.15
-0.4991588294506073,0.028990505263209343,0.4991588294506073,-0.028990505263209343,0.85,0.15
-0.49916815757751465,0.028829405084252357,0.49916815757751465,-0.028829405084252357,0.85,0.15
-0.4988945424556732,0.033229902386665344,0.4988945424556732,-0.03323018550872803,0.85,0.15
-0.49906426668167114,0.030575402081012726,0.49906426668167114,-0.030575688928365707,0.85,0.15
-0.4990360736846924,0.031032215803861618,0.4990360736846924,-0.031032215803861618,0.85,0.15
-0.49885356426239014,0.03383936360478401,0.49885356426239014,-0.03383936360478401,0.85,0.15
-0.4986357092857361,0.036911215633153915,0.4986357092857361,-0.0369115024805069,0.85,0.15
-0.49891677498817444,0.032899148762226105,0.4989161789417267,-0.032899148762226105,0.85,0.15
-0.4987803101539612,0.03490249812602997,0.4987803101539612,-0.03490278497338295,0.85,0.15
-0.49876803159713745,0.03507746011018753,0.49876803159713745,-0.03507746011018753,0.85,0.15
-0.4988515079021454,0.033865321427583694,0.49885210394859314,-0.033865321427583694,0.85,0.15
-0.49879515171051025,0.034685589373111725,0.4987957179546356,-0.03468530252575874,0.85,0.15
-0.49885040521621704,0.033886417746543884,0.49885040521621704,-0.033886417746543884,0.85,0.15
-0.49907979369163513,-0.030320942401885986,0.49907979369163513,0.030321240425109863,0.15,0.5
-0.4981631338596344,-0.04282273352146149,0.49816253781318665,0.04282273352146149,0.15,0.5
-0.4973423182964325,-0.05148402228951454,0.4973423182964325,0.05148402228951454,0.15,0.5
-0.49671030044555664,-0.057261426001787186,0.49671030044555664,0.057261426001787186,0.15,0.5
-0.49631890654563904,-0.06056052818894386,0.49631890654563904,0.06056052818894386,0.15,0.5
-0.49648982286453247,-0.05914483591914177,0.4964892268180847,0.059145133942365646,0.15,0.5
-0.49643391370773315,-0.059609998017549515,0.49643391370773315,0.05960969999432564,0.15,0.5
-0.4964485764503479,-0.05948779359459877,0.4964485764503479,0.05948779359459877,0.15,0.5
-0.4964323043823242,-0.05962372198700905,0.4964323043823242,0.05962372198700905,0.15,0.5
-0.49671825766563416,-0.05719497427344322,0.4967176616191864,0.05719497427344322,0.15,0.5
-0.49638819694519043,-0.059989627450704575,0.49638819694519043,0.0599893294274807,0.15,0.5
-0.49699968099594116,-0.05469593405723572,0.4969990849494934,0.05469563603401184,0.15,0.5
-0.49693718552589417,-0.05526047572493553,0.4969365894794464,0.05526047572493553,0.15,0.5
-0.49707329273223877,-0.05401698127388954,0.4970738887786865,0.05401698127388954,0.15,0.5
-0.4967411160469055,-0.056991081684827805,0.49674171209335327,0.056991081684827805,0.15,0.5
-0.4969065189361572,-0.055532995611429214,0.4969065189361572,0.055532995611429214,0.15,0.5
-0.4967639148235321,-0.05679682642221451,0.49676331877708435,0.05679682642221451,0.15,0.5
-0.4970912039279938,-0.053857460618019104,0.497090607881546,0.05385775864124298,0.15,0.5
-0.4984714686870575,-0.03906645625829697,0.4984714686870575,0.03906645625829697,0.5,0.5
-0.49860745668411255,-0.037287186831235886,0.4986080527305603,0.037286899983882904,0.5,0.5
-0.4989430606365204,-0.03249785676598549,0.498942494392395,0.03249785676598549,0.5,0.5
-0.49892860651016235,-0.03271927684545517,0.498928040266037,0.03271927684545517,0.5,0.5
-0.4992142915725708,-0.028019621968269348,0.4992142915725708,0.028019912540912628,0.5,0.5
-0.4992488622665405,-0.027396447956562042,0.4992488622665405,0.027396734803915024,0.5,0.5
-0.49917086958885193,-0.02878286875784397,0.49917086958885193,0.02878286875784397,0.5,0.5
-0.4988943338394165,-0.033233121037483215,0.4988943338394165,0.033232830464839935,0.5,0.5
-0.4993124008178711,-0.026218639686703682,0.4993118345737457,0.026218639686703682,0.5,0.5
-0.4992673397064209,-0.027058184146881104,0.4992673397064209,0.027057897299528122,0.5,0.5
-0.49906736612319946,-0.03052961267530918,0.4990667998790741,0.03052932396531105,0.5,0.5
-0.4990725517272949,-0.03044489398598671,0.49907195568084717,0.03044518455862999,0.5,0.5
-0.49921882152557373,-0.027938686311244965,0.49921882152557373,0.027938976883888245,0.5,0.5
-0.4991108477115631,-0.02980564907193184,0.4991108477115631,0.02980564907193184,0.5,0.5
-0.49917489290237427,-0.028717653825879097,0.4991742968559265,0.028717944398522377,0.5,0.5
-0.49909767508506775,-0.0300203375518322,0.4990982413291931,0.03002062998712063,0.5,0.5
-0.4990476071834564,-0.03085074946284294,0.49904701113700867,0.03085104003548622,0.5,0.5
-0.49909302592277527,-0.030107486993074417,0.4990924298763275,0.030107486993074417,0.5,0.5
-0.4996180534362793,-0.019539780914783478,0.4996180534362793,0.019539780914783478,0.85,0.5
-0.4997763931751251,-0.01496060285717249,0.49977582693099976,0.014960888773202896,0.85,0.5
-0.49990466237068176,-0.009763314388692379,0.49990466237068176,0.0097630200907588,0.85,0.5
-0.49997708201408386,-0.0047863251529634,0.49997708201408386,0.0047863251529634,0.85,0.5
-0.4999805986881256,-0.004403967875987291,0.4999805986881256,0.004403967875987291,0.85,0.5
-0.49999943375587463,0.0009409978520125151,0.4999988079071045,-0.0009409978520125151,0.85,0.5
-0.4999831020832062,0.004111807327717543,0.4999831020832062,-0.004112111404538155,0.85,0.5
-0.4999512732028961,0.006958085112273693,0.49995189905166626,-0.00695777777582407,0.85,0.5
-0.49994564056396484,0.007370688021183014,0.49994564056396484,-0.007370688021183014,0.85,0.5
-0.4998778700828552,0.011051417328417301,0.4998778700828552,-0.01105172373354435,0.85,0.5
-0.4999101161956787,0.009464111179113388,0.49991074204444885,-0.009464111179113388,0.85,0.5
-0.4996787905693054,0.017920196056365967,0.4996787905693054,-0.017920196056365967,0.85,0.5
-0.49956586956977844,0.020831255242228508,0.49956586956977844,-0.020830951631069183,0.85,0.5
-0.49941080808639526,0.024272559210658073,0.4994101822376251,-0.024272559210658073,0.85,0.5
-0.49949946999549866,0.02236003801226616,0.4995000660419464,-0.02236003801226616,0.85,0.5
-0.4994748830795288,0.02290290780365467,0.49947550892829895,-0.02290290780365467,0.85,0.5
-0.49940693378448486,0.024339551106095314,0.499407559633255,-0.024339551106095314,0.85,0.5
-0.49944961071014404,0.023459816351532936,0.4994490146636963,-0.023459816351532936,0.85,0.5
-0.49831706285476685,0.04098940268158913,0.49831706285476685,-0.04098910838365555,0.15,0.85
-0.49829551577568054,0.04125365614891052,0.4982949197292328,-0.041253358125686646,0.15,0.85
-0.4981518089771271,0.04295060411095619,0.4981518089771271,-0.04295089840888977,0.15,0.85
-0.49823838472366333,0.041938457638025284,0.4982377886772156,-0.04193815961480141,0.15,0.85
-0.49795472621917725,0.04517872631549835,0.49795472621917725,-0.045178432017564774,0.15,0.85
-0.4976349174976349,0.04857764020562172,0.49763432145118713,-0.04857764020562172,0.15,0.85
-0.4981295168399811,0.0432121641933918,0.4981289207935333,-0.04321245849132538,0.15,0.85
-0.49800679087638855,0.04459739103913307,0.4980073869228363,-0.04459739103913307,0.15,0.85
-0.4982112944126129,0.04225178435444832,0.49821189045906067,-0.04225178435444832,0.15,0.85
